PassengerId,Survived,Pclass,Name,Age,SibSp,Parch,Ticket,Fare,Cabin,Sex_male,Embarked_Q,Embarked_S
-1.730107956920867,-0.7892723355548015,0.8273772438659699,108,-0.5924805998028931,0.4327933656785018,-0.4736736092984604,523,-0.5024451714361923,47,1.0,0.0,1.0
-1.7262200738716067,1.266989801811655,-1.5661069258891576,190,0.6387890120425208,0.4327933656785018,-0.4736736092984604,596,0.7868452935884461,81,0.0,0.0,0.0
-1.7223321908223463,1.266989801811655,0.8273772438659699,353,-0.2846631968415396,-0.47454519624983954,-0.4736736092984604,669,-0.4888542575852486,47,0.0,0.0,1.0
-1.718444307773086,1.266989801811655,-1.5661069258891576,272,0.40792595982150565,0.4327933656785018,-0.4736736092984604,49,0.4207302360686478,55,0.0,0.0,1.0
-1.7145564247238256,-0.7892723355548015,0.8273772438659699,15,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,472,-0.4863374216869257,47,1.0,0.0,1.0
-1.7106685416745653,-0.7892723355548015,0.8273772438659699,554,0.0,-0.47454519624983954,-0.4736736092984604,275,-0.47811642890864375,47,1.0,1.0,0.0
-1.7067806586253047,-0.7892723355548015,-1.5661069258891576,515,1.8700586238879346,-0.47454519624983954,-0.4736736092984604,85,0.395813560675251,129,1.0,0.0,1.0
-1.7028927755760443,-0.7892723355548015,0.8273772438659699,624,-2.1315676146096605,2.2474704895351842,0.7676298785983874,395,-0.22408312108167944,47,1.0,0.0,1.0
-1.699004892526784,1.266989801811655,0.8273772438659699,412,-0.20770884610120124,-0.47454519624983954,2.0089333664952354,344,-0.4242561406845337,47,0.0,0.0,1.0
-1.6951170094775236,1.266989801811655,-0.3693648410115938,576,-1.2081154057256,0.4327933656785018,-0.4736736092984604,132,-0.04295550208861426,47,0.0,0.0,0.0
-1.6912291264282633,1.266989801811655,0.8273772438659699,727,-1.9776589131289837,0.4327933656785018,0.7676298785983874,616,-0.312172377522981,145,0.0,0.0,1.0
-1.687341243379003,1.266989801811655,-1.5661069258891576,95,2.177876026849288,-0.47454519624983954,-0.4736736092984604,38,-0.11384570873513637,49,0.0,0.0,1.0
-1.6834533603297426,-0.7892723355548015,0.8273772438659699,729,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,535,-0.4863374216869257,47,1.0,0.0,1.0
-1.6795654772804822,-0.7892723355548015,0.8273772438659699,28,0.7157433627828591,0.4327933656785018,5.73284383018578,333,-0.01870931177853076,47,1.0,0.0,1.0
-1.6756775942312219,-0.7892723355548015,0.8273772438659699,840,-1.2081154057256,-0.47454519624983954,-0.4736736092984604,413,-0.4902797934380587,47,0.0,0.0,1.0
-1.6717897111819615,1.266989801811655,-0.3693648410115938,359,1.947012974628273,-0.47454519624983954,-0.4736736092984604,153,-0.3262666585535892,47,0.0,0.0,1.0
-1.667901828132701,-0.7892723355548015,0.8273772438659699,682,-2.1315676146096605,3.1548090514635256,0.7676298785983874,480,-0.06199888922968463,47,1.0,1.0,0.0
-1.6640139450834406,1.266989801811655,-0.3693648410115938,867,0.0,-0.47454519624983954,-0.4736736092984604,151,-0.3866707201133388,47,1.0,0.0,1.0
-1.6601260620341802,-0.7892723355548015,0.8273772438659699,839,0.1001085568601522,0.4327933656785018,-0.4736736092984604,301,-0.2859972841804228,47,0.0,0.0,1.0
-1.6562381789849199,1.266989801811655,0.8273772438659699,512,0.0,-0.47454519624983954,-0.4736736092984604,184,-0.5029485386158568,47,0.0,0.0,0.0
-1.6523502959356595,-0.7892723355548015,-0.3693648410115938,273,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,139,-0.12491978668775715,47,1.0,0.0,1.0
-1.6484624128863992,1.266989801811655,-0.3693648410115938,80,0.3309716090811673,-0.47454519624983954,-0.4736736092984604,152,-0.3866707201133388,111,1.0,0.0,1.0
-1.6445745298371388,1.266989801811655,0.8273772438659699,523,-1.1311610549852615,-0.47454519624983954,-0.4736736092984604,278,-0.4867562231804066,47,0.0,1.0,0.0
