PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
-1.730107956920867,-0.7892723355548015,0.8273772438659699,108,male,-0.5924805998028931,0.4327933656785018,-0.4736736092984604,A/5 21171,-0.5024451714361923,B96 B98,S
-1.7262200738716067,1.266989801811655,-1.5661069258891576,190,female,0.6387890120425208,0.4327933656785018,-0.4736736092984604,PC 17599,0.7868452935884461,C85,C
-1.7223321908223463,1.266989801811655,0.8273772438659699,353,female,-0.2846631968415396,-0.47454519624983954,-0.4736736092984604,STON/O2. 3101282,-0.4888542575852486,B96 B98,S
-1.718444307773086,1.266989801811655,-1.5661069258891576,272,female,0.40792595982150565,0.4327933656785018,-0.4736736092984604,113803,0.4207302360686478,C123,S
-1.7145564247238256,-0.7892723355548015,0.8273772438659699,15,male,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,373450,-0.4863374216869257,B96 B98,S
-1.7106685416745653,-0.7892723355548015,0.8273772438659699,554,male,0.0,-0.47454519624983954,-0.4736736092984604,330877,-0.47811642890864375,B96 B98,Q
-1.7067806586253047,-0.7892723355548015,-1.5661069258891576,515,male,1.8700586238879346,-0.47454519624983954,-0.4736736092984604,17463,0.395813560675251,E46,S
-1.7028927755760443,-0.7892723355548015,0.8273772438659699,624,male,-2.1315676146096605,2.2474704895351842,0.7676298785983874,349909,-0.22408312108167944,B96 B98,S
-1.699004892526784,1.266989801811655,0.8273772438659699,412,female,-0.20770884610120124,-0.47454519624983954,2.0089333664952354,347742,-0.4242561406845337,B96 B98,S
-1.6951170094775236,1.266989801811655,-0.3693648410115938,576,female,-1.2081154057256,0.4327933656785018,-0.4736736092984604,237736,-0.04295550208861426,B96 B98,C
-1.6912291264282633,1.266989801811655,0.8273772438659699,727,female,-1.9776589131289837,0.4327933656785018,0.7676298785983874,PP 9549,-0.312172377522981,G6,S
-1.687341243379003,1.266989801811655,-1.5661069258891576,95,female,2.177876026849288,-0.47454519624983954,-0.4736736092984604,113783,-0.11384570873513637,C103,S
-1.6834533603297426,-0.7892723355548015,0.8273772438659699,729,male,-0.7463893012835698,-0.47454519624983954,-0.4736736092984604,A/5. 2151,-0.4863374216869257,B96 B98,S
-1.6795654772804822,-0.7892723355548015,0.8273772438659699,28,male,0.7157433627828591,0.4327933656785018,5.73284383018578,347082,-0.01870931177853076,B96 B98,S
-1.6756775942312219,-0.7892723355548015,0.8273772438659699,840,female,-1.2081154057256,-0.47454519624983954,-0.4736736092984604,350406,-0.4902797934380587,B96 B98,S
-1.6717897111819615,1.266989801811655,-0.3693648410115938,359,female,1.947012974628273,-0.47454519624983954,-0.4736736092984604,248706,-0.3262666585535892,B96 B98,S
-1.667901828132701,-0.7892723355548015,0.8273772438659699,682,male,-2.1315676146096605,3.1548090514635256,0.7676298785983874,382652,-0.06199888922968463,B96 B98,Q
-1.6640139450834406,1.266989801811655,-0.3693648410115938,867,male,0.0,-0.47454519624983954,-0.4736736092984604,244373,-0.3866707201133388,B96 B98,S
-1.6601260620341802,-0.7892723355548015,0.8273772438659699,839,female,0.1001085568601522,0.4327933656785018,-0.4736736092984604,345763,-0.2859972841804228,B96 B98,S
-1.6562381789849199,1.266989801811655,0.8273772438659699,512,female,0.0,-0.47454519624983954,-0.4736736092984604,2649,-0.5029485386158568,B96 B98,C
-1.6523502959356595,-0.7892723355548015,-0.3693648410115938,273,male,0.40792595982150565,-0.47454519624983954,-0.4736736092984604,239865,-0.12491978668775715,B96 B98,S
-1.6484624128863992,1.266989801811655,-0.3693648410115938,80,male,0.3309716090811673,-0.47454519624983954,-0.4736736092984604,248698,-0.3866707201133388,D56,S
-1.6445745298371388,1.266989801811655,0.8273772438659699,523,female,-1.1311610549852615,-0.47454519624983954,-0.4736736092984604,330923,-0.4867562231804066,B96 B98,Q
-1.6406866467878785,1.266989801811655,-1.5661069258891576,765,male,-0.1307544953608629,-0.47454519624983954,-0.4736736092984604,113788,0.06635974158478332,A6,S
-1.636798763738618,-0.7892723355548015,0.8273772438659699,626,female,-1.6698415101676303,2.2474704895351842,0.7676298785983874,349909,-0.22408312108167944,B96 B98,S
-1.6329108806893577,1.266989801811655,0.8273772438659699,44,female,0.6387890120425208,0.4327933656785018,5.73284383018578,347077,-0.016444159470040135,B96 B98,S
-1.6290229976400974,-0.7892723355548015,0.8273772438659699,240,male,0.0,-0.47454519624983954,-0.4736736092984604,2631,-0.5029485386158568,B96 B98,C
-1.6251351145908368,-0.7892723355548015,-1.5661069258891576,260,male,-0.8233436520239081,2.2474704895351842,2.0089333664952354,19950,4.647001076532463,C23 C25 C27,S
-1.6212472315415765,1.266989801811655,0.8273772438659699,605,female,0.0,-0.47454519624983954,-0.4736736092984604,330959,-0.48977642625839407,B96 B98,Q
-1.617359348492316,-0.7892723355548015,0.8273772438659699,813,male,0.0,-0.47454519624983954,-0.4736736092984604,349216,-0.4894421904510968,B96 B98,S
-1.6134714654430558,-0.7892723355548015,-1.5661069258891576,828,male,0.7926977135231975,-0.47454519624983954,-0.4736736092984604,PC 17601,-0.09027201697708476,B96 B98,C
-1.6095835823937954,1.266989801811655,-1.5661069258891576,776,female,0.0,0.4327933656785018,-0.4736736092984604,PC 17569,2.301728820789,B78,C
-1.605695699344535,1.266989801811655,0.8273772438659699,289,female,0.0,-0.47454519624983954,-0.4736736092984604,335677,-0.49237782784290063,B96 B98,Q
-1.6018078162952747,-0.7892723355548015,-0.3693648410115938,856,male,2.793510832771995,-0.47454519624983954,-0.4736736092984604,C.A. 24579,-0.43700743807979686,B96 B98,S
-1.5979199332460143,-0.7892723355548015,-1.5661069258891576,535,male,-0.1307544953608629,0.4327933656785018,-0.4736736092984604,PC 17604,1.0060617003323709,B96 B98,C
-1.594032050196754,-0.7892723355548015,-1.5661069258891576,372,male,0.9466064150038742,0.4327933656785018,-0.4736736092984604,113789,0.39858208016340624,B96 B98,S
-1.5901441671474936,1.266989801811655,0.8273772438659699,505,male,0.0,-0.47454519624983954,-0.4736736092984604,2677,-0.5028639729296732,B96 B98,C
-1.5862562840982333,-0.7892723355548015,0.8273772438659699,134,male,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,A./5. 2152,-0.4863374216869257,B96 B98,S
-1.5823684010489727,-0.7892723355548015,0.8273772438659699,837,female,-0.9002980027642465,1.340131927606843,-0.4736736092984604,345764,-0.2859972841804228,B96 B98,S
-1.5784805179997123,1.266989801811655,0.8273772438659699,589,female,-1.2081154057256,0.4327933656785018,-0.4736736092984604,2651,-0.42207354059350805,B96 B98,C
-1.574592634950452,-0.7892723355548015,0.8273772438659699,7,female,0.7926977135231975,0.4327933656785018,-0.4736736092984604,7546,-0.4576454924460446,B96 B98,S
-1.5707047519011916,-0.7892723355548015,-0.3693648410115938,827,female,-0.20770884610120124,0.4327933656785018,-0.4736736092984604,11668,-0.22559322262067316,B96 B98,S
-1.5668168688519313,-0.7892723355548015,0.8273772438659699,446,male,0.0,-0.47454519624983954,-0.4736736092984604,349253,-0.4894421904510968,B96 B98,C
-1.562928985802671,1.266989801811655,-0.3693648410115938,456,female,-2.054613263869322,0.4327933656785018,2.0089333664952354,SC/Paris 2123,0.18876253192945994,B96 B98,C
-1.5590411027534106,1.266989801811655,0.8273772438659699,212,female,-0.8233436520239081,-0.47454519624983954,-0.4736736092984604,330958,-0.48977642625839407,B96 B98,Q
-1.5551532197041502,-0.7892723355548015,0.8273772438659699,697,male,0.0,-0.47454519624983954,-0.4736736092984604,S.C./A.4. 23567,-0.4863374216869257,B96 B98,S
-1.5512653366548899,-0.7892723355548015,0.8273772438659699,473,male,0.0,0.4327933656785018,-0.4736736092984604,370371,-0.3363340021468808,B96 B98,Q
-1.5473774536056295,1.266989801811655,0.8273772438659699,604,female,0.0,-0.47454519624983954,-0.4736736092984604,14311,-0.49237782784290063,B96 B98,Q
-1.543489570556369,-0.7892723355548015,0.8273772438659699,726,male,0.0,1.340131927606843,-0.4736736092984604,2662,-0.21191774308354583,B96 B98,C
-1.5396016875071086,-0.7892723355548015,0.8273772438659699,38,female,-0.9002980027642465,0.4327933656785018,-0.4736736092984604,349237,-0.29002422161773944,B96 B98,S
-1.5357138044578482,-0.7892723355548015,0.8273772438659699,629,male,-1.7467958609079686,3.1548090514635256,0.7676298785983874,3101295,0.1506737441786005,B96 B98,S
-1.5318259214085879,-0.7892723355548015,0.8273772438659699,594,male,-0.6694349505432314,-0.47454519624983954,-0.4736736092984604,A/4. 39886,-0.4913710934835715,B96 B98,S
